id,name,hebrew_name,birth_year,death_year,bio,created_at
1,Rabbi Moshe Chaim Luzzatto,רבי משה חיים לוצאטו,1707,1746,"Known as the Ramchal, Italian rabbi, kabbalist, and ethicist. Author of Mesillat Yesharim and Derekh Hashem.",2025-08-27 12:02:54.87701
